"","A201-BCP001-BIO0001-TT00026.BIO-BIO-TEM-CTR","A201-BCP001-BIO0001-AIT0024.BIO-DOX-DOX-CTR","A201-BCP001-BIO0001-AIT0022.BIO-PH1-PHZ-CTR",""
"Time","Value | First","Value | First","Value | First",""
"6/22/2025 11:15:00 AM","37.12","60.25","6.87",""
"6/22/2025 11:30:00 AM","36.96","59.72","6.87",""
"6/22/2025 11:45:00 AM","36.95","59.77","6.87",""
"6/22/2025 12:00:00 PM","36.97","58.89","6.87",""
"6/22/2025 12:15:00 PM","36.88","60.28","6.87",""
"6/22/2025 12:30:00 PM","36.96","60.21","6.87",""
"6/22/2025 12:45:00 PM","36.93","59.41","6.87",""
"6/22/2025 1:00:00 PM","37.01","59.20","6.87",""
"6/22/2025 1:15:00 PM","36.98","59.45","6.87",""
"6/22/2025 1:30:00 PM","37.03","59.95","6.87",""
"6/22/2025 1:45:00 PM","36.99","59.44","6.87",""
"6/22/2025 2:00:00 PM","36.99","60.09","6.88",""
"6/22/2025 2:15:00 PM","36.91","59.29","6.88",""
"6/22/2025 2:30:00 PM","37.07","60.44","6.88",""
"6/22/2025 2:45:00 PM","37.07","59.90","6.88",""
"6/22/2025 3:00:00 PM","36.91","59.00","6.88",""
"6/22/2025 3:15:00 PM","36.97","60.40","6.88",""
"6/22/2025 3:30:00 PM","37.00","59.80","6.88",""
"6/22/2025 3:45:00 PM","37.04","59.95","6.88",""
"6/22/2025 4:00:00 PM","37.02","59.39","6.88",""
"6/22/2025 4:15:00 PM","36.97","59.70","6.88",""
"6/22/2025 4:30:00 PM","36.95","59.83","6.88",""
"6/22/2025 4:45:00 PM","37.02","60.05","6.88",""
"6/22/2025 5:00:00 PM","37.03","59.69","6.88",""
"6/22/2025 5:15:00 PM","37.04","59.67","6.88",""
"6/22/2025 5:30:00 PM","36.98","59.72","6.88",""
"6/22/2025 5:45:00 PM","36.98","59.77","6.88",""
"6/22/2025 6:00:00 PM","37.12","59.46","6.88",""
"6/22/2025 6:15:00 PM","36.96","59.12","6.88",""
"6/22/2025 6:30:00 PM","37.05","59.53","6.88",""
"6/22/2025 6:45:00 PM","36.97","60.57","6.88",""
"6/22/2025 7:00:00 PM","36.98","59.68","6.88",""
"6/22/2025 7:15:00 PM","36.90","59.74","6.88",""
"6/22/2025 7:30:00 PM","36.97","59.69","6.88",""
"6/22/2025 7:45:00 PM","37.02","60.34","6.88",""
"6/22/2025 8:00:00 PM","37.07","59.03","6.88",""
"6/22/2025 8:15:00 PM","37.04","60.08","6.88",""
"6/22/2025 8:30:00 PM","36.97","59.92","6.88",""
"6/22/2025 8:45:00 PM","37.05","59.86","6.88",""
"6/22/2025 9:00:00 PM","37.00","59.85","6.88",""
"6/22/2025 9:15:00 PM","37.00","60.36","6.88",""
"6/22/2025 9:30:00 PM","37.00","59.96","6.88",""
"6/22/2025 9:45:00 PM","37.01","60.05","6.88",""
"6/22/2025 10:00:00 PM","36.97","60.30","6.88",""
"6/22/2025 10:15:00 PM","37.00","60.62","6.88",""
"6/22/2025 10:30:00 PM","37.09","60.30","6.88",""
"6/22/2025 10:45:00 PM","37.10","59.76","6.88",""
"6/22/2025 11:00:00 PM","37.03","59.87","6.88",""
"6/22/2025 11:15:00 PM","36.98","59.72","6.88",""
"6/22/2025 11:30:00 PM","37.04","59.69","6.88",""
"6/22/2025 11:45:00 PM","37.03","60.60","6.88",""
"6/23/2025 12:00:00 AM","37.02","59.91","6.88",""
"6/23/2025 12:15:00 AM","37.00","60.04","6.88",""
"6/23/2025 12:30:00 AM","37.02","59.98","6.88",""
"6/23/2025 12:45:00 AM","37.00","60.36","6.88",""
"6/23/2025 1:00:00 AM","36.98","59.69","6.88",""
"6/23/2025 1:15:00 AM","36.93","60.10","6.88",""
"6/23/2025 1:30:00 AM","36.99","59.93","6.88",""
"6/23/2025 1:45:00 AM","36.96","59.78","6.88",""
"6/23/2025 2:00:00 AM","37.10","59.36","6.88",""
"6/23/2025 2:15:00 AM","37.02","60.13","6.88",""
"6/23/2025 2:30:00 AM","36.94","59.00","6.88",""
"6/23/2025 2:45:00 AM","36.98","60.85","6.88",""
"6/23/2025 3:00:00 AM","36.99","59.90","6.88",""
"6/23/2025 3:15:00 AM","37.03","60.35","6.88",""
"6/23/2025 3:30:00 AM","36.94","60.40","6.88",""
"6/23/2025 3:45:00 AM","36.96","60.42","6.88",""
"6/23/2025 4:00:00 AM","36.93","59.99","6.88",""
"6/23/2025 4:15:00 AM","37.01","59.29","6.88",""
"6/23/2025 4:30:00 AM","36.97","59.76","6.88",""
"6/23/2025 4:45:00 AM","36.97","61.07","6.88",""
"6/23/2025 5:00:00 AM","37.03","61.10","6.88",""
"6/23/2025 5:15:00 AM","36.92","60.23","6.88",""
"6/23/2025 5:30:00 AM","36.99","61.03","6.88",""
"6/23/2025 5:45:00 AM","36.96","59.72","6.88",""
"6/23/2025 6:00:00 AM","36.99","60.30","6.88",""
"6/23/2025 6:15:00 AM","37.02","59.95","6.88",""
"6/23/2025 6:30:00 AM","36.99","60.21","6.88",""
"6/23/2025 6:45:00 AM","36.98","59.99","6.88",""
"6/23/2025 7:00:00 AM","36.99","59.03","6.88",""
"6/23/2025 7:15:00 AM","36.97","59.87","6.88",""
"6/23/2025 7:30:00 AM","37.01","59.45","6.88",""
"6/23/2025 7:45:00 AM","37.00","59.62","6.88",""
"6/23/2025 8:00:00 AM","37.00","59.49","6.88",""
"6/23/2025 8:15:00 AM","37.05","60.45","6.88",""
"6/23/2025 8:30:00 AM","37.02","59.47","6.88",""
"6/23/2025 8:45:00 AM","36.94","59.25","6.88",""
"6/23/2025 9:00:00 AM","36.96","59.37","6.88",""
"6/23/2025 9:15:00 AM","37.10","59.44","6.88",""
"6/23/2025 9:30:00 AM","37.00","60.53","6.88",""
"6/23/2025 9:45:00 AM","36.96","59.55","6.88",""
"6/23/2025 10:00:00 AM","36.97","59.44","6.88",""
"6/23/2025 10:15:00 AM","37.15","60.11","6.88",""
"6/23/2025 10:30:00 AM","37.26","60.01","6.88",""
"6/23/2025 10:45:00 AM","37.09","60.55","6.88",""
"6/23/2025 11:00:00 AM","36.99","60.00","6.87",""
"6/23/2025 11:15:00 AM","36.39","60.59","6.87",""
"6/23/2025 11:30:00 AM","31.60","59.84","6.87",""
"6/23/2025 11:45:00 AM","35.40","53.35","6.85",""
"6/23/2025 12:00:00 PM","35.38","66.96","6.84",""
"6/23/2025 12:15:00 PM","40.40","64.80","6.86",""
"6/23/2025 12:30:00 PM","37.75","61.94","6.89",""
"6/23/2025 12:45:00 PM","36.77","60.87","6.92",""
"6/23/2025 1:00:00 PM","36.54","59.90","6.93",""
"6/23/2025 1:15:00 PM","36.56","56.72","6.92",""
"6/23/2025 1:30:00 PM","36.56","59.40","6.92",""
"6/23/2025 1:45:00 PM","36.53","59.38","6.91",""
"6/23/2025 2:00:00 PM","36.77","60.79","6.90",""
"6/23/2025 2:15:00 PM","36.93","59.31","6.90",""
"6/23/2025 2:30:00 PM","36.99","59.57","6.90",""
"6/23/2025 2:45:00 PM","36.97","59.39","6.90",""
"6/23/2025 3:00:00 PM","37.00","58.60","6.89",""
"6/23/2025 3:15:00 PM","37.08","59.70","6.88",""
"6/23/2025 3:30:00 PM","37.05","60.01","6.87",""
"6/23/2025 3:45:00 PM","37.06","59.93","6.87",""
"6/23/2025 4:00:00 PM","37.10","58.73","6.86",""
"6/23/2025 4:15:00 PM","37.01","59.44","6.86",""
"6/23/2025 4:30:00 PM","37.01","59.80","6.85",""
"6/23/2025 4:45:00 PM","36.87","60.74","6.85",""
"6/23/2025 5:00:00 PM","36.92","59.16","6.86",""
"6/23/2025 5:15:00 PM","36.98","59.46","6.87",""
"6/23/2025 5:30:00 PM","37.08","59.72","6.87",""
"6/23/2025 5:45:00 PM","37.00","60.19","6.88",""
"6/23/2025 6:00:00 PM","36.95","59.23","6.88",""
"6/23/2025 6:15:00 PM","37.03","60.19","6.88",""
"6/23/2025 6:30:00 PM","37.03","59.65","6.88",""
"6/23/2025 6:45:00 PM","37.03","60.13","6.88",""
"6/23/2025 7:00:00 PM","37.03","59.49","6.88",""
"6/23/2025 7:15:00 PM","36.99","60.47","6.88",""
"6/23/2025 7:30:00 PM","36.94","59.33","6.88",""
"6/23/2025 7:45:00 PM","37.00","59.31","6.88",""
"6/23/2025 8:00:00 PM","36.99","59.47","6.88",""
"6/23/2025 8:15:00 PM","37.02","59.67","6.88",""
"6/23/2025 8:30:00 PM","37.05","59.90","6.88",""
"6/23/2025 8:45:00 PM","37.00","59.80","6.88",""
"6/23/2025 9:00:00 PM","37.09","59.36","6.88",""
"6/23/2025 9:15:00 PM","37.07","60.05","6.88",""
"6/23/2025 9:30:00 PM","36.93","59.55","6.88",""
"6/23/2025 9:45:00 PM","37.00","60.33","6.88",""
"6/23/2025 10:00:00 PM","37.04","58.42","6.88",""
"6/23/2025 10:15:00 PM","36.94","60.08","6.88",""
"6/23/2025 10:30:00 PM","37.02","59.74","6.88",""
"6/23/2025 10:45:00 PM","37.01","60.16","6.88",""
"6/23/2025 11:00:00 PM","36.89","59.83","6.88",""
"6/23/2025 11:15:00 PM","37.01","58.94","6.88",""
"6/23/2025 11:30:00 PM","37.01","59.25","6.88",""
"6/23/2025 11:45:00 PM","37.02","61.06","6.88",""
"6/24/2025 12:00:00 AM","37.05","59.32","6.88",""
"6/24/2025 12:15:00 AM","36.93","60.38","6.88",""
"6/24/2025 12:30:00 AM","37.02","58.36","6.88",""
"6/24/2025 12:45:00 AM","37.03","61.51","6.88",""
"6/24/2025 1:00:00 AM","37.05","57.79","6.88",""
"6/24/2025 1:15:00 AM","37.06","60.92","6.88",""
"6/24/2025 1:30:00 AM","37.07","59.69","6.88",""
"6/24/2025 1:45:00 AM","37.00","59.05","6.88",""
"6/24/2025 2:00:00 AM","37.04","57.59","6.88",""
"6/24/2025 2:15:00 AM","37.03","59.61","6.88",""
"6/24/2025 2:30:00 AM","36.94","59.74","6.88",""
"6/24/2025 2:45:00 AM","37.04","59.78","6.88",""
"6/24/2025 3:00:00 AM","36.99","59.04","6.88",""
"6/24/2025 3:15:00 AM","37.00","61.07","6.88",""
"6/24/2025 3:30:00 AM","37.04","60.76","6.88",""
"6/24/2025 3:45:00 AM","36.93","59.56","6.88",""
"6/24/2025 4:00:00 AM","37.06","57.92","6.88",""
"6/24/2025 4:15:00 AM","36.98","59.93","6.88",""
"6/24/2025 4:30:00 AM","37.02","59.62","6.88",""
"6/24/2025 4:45:00 AM","36.99","60.32","6.88",""
"6/24/2025 5:00:00 AM","36.98","57.44","6.88",""
"6/24/2025 5:15:00 AM","37.02","60.23","6.88",""
"6/24/2025 5:30:00 AM","37.07","58.99","6.88",""
"6/24/2025 5:45:00 AM","37.01","60.48","6.88",""
"6/24/2025 6:00:00 AM","36.97","58.69","6.88",""
"6/24/2025 6:15:00 AM","37.05","59.34","6.88",""
"6/24/2025 6:30:00 AM","37.01","59.19","6.88",""
"6/24/2025 6:45:00 AM","37.04","60.62","6.88",""
"6/24/2025 7:00:00 AM","37.02","59.30","6.88",""
"6/24/2025 7:15:00 AM","37.03","60.24","6.88",""
"6/24/2025 7:30:00 AM","37.03","59.09","6.88",""
"6/24/2025 7:45:00 AM","36.99","59.35","6.88",""
"6/24/2025 8:00:00 AM","37.00","58.89","6.88",""
"6/24/2025 8:15:00 AM","36.93","60.92","6.88",""
"6/24/2025 8:30:00 AM","36.98","59.37","6.89",""
"6/24/2025 8:45:00 AM","36.99","60.23","6.89",""
"6/24/2025 9:00:00 AM","37.00","58.83","6.90",""
"6/24/2025 9:15:00 AM","37.09","60.54","6.90",""
"6/24/2025 9:30:00 AM","36.93","59.78","6.90",""
"6/24/2025 9:45:00 AM","37.08","60.57","6.89",""
"6/24/2025 10:00:00 AM","37.06","57.29","6.89",""
"6/24/2025 10:15:00 AM","36.96","60.28","6.89",""
"6/24/2025 10:30:00 AM","37.03","59.45","6.89",""
"6/24/2025 10:45:00 AM","36.94","59.62","6.89",""
"6/24/2025 11:00:00 AM","37.01","59.11","6.89",""
"6/24/2025 11:15:00 AM","37.01","60.12","6.89",""
"6/24/2025 11:30:00 AM","37.01","59.25","6.88",""
"6/24/2025 11:45:00 AM","37.02","60.06","6.88",""
"6/24/2025 12:00:00 PM","37.02","57.44","6.88",""
"6/24/2025 12:15:00 PM","37.02","60.53","6.88",""
"6/24/2025 12:30:00 PM","37.03","59.66","6.88",""
"6/24/2025 12:45:00 PM","37.03","60.04","6.88",""
"6/24/2025 1:00:00 PM","37.03","58.71","6.88",""
"6/24/2025 1:15:00 PM","37.03","59.24","6.88",""
"6/24/2025 1:30:00 PM","37.04","59.60","6.88",""
"6/24/2025 1:45:00 PM","37.04","59.74","6.88",""
"6/24/2025 2:00:00 PM","37.04","58.25","6.87",""
"6/24/2025 2:15:00 PM","37.05","58.10","6.87",""
"6/24/2025 2:30:00 PM","37.05","60.38","6.87",""
"6/24/2025 2:45:00 PM","37.05","58.64","6.87",""
"6/24/2025 3:00:00 PM","37.06","58.12","6.87",""
"6/24/2025 3:15:00 PM","37.06","61.71","6.87",""
"6/24/2025 3:30:00 PM","37.06","59.30","6.87",""
"6/24/2025 3:45:00 PM","37.07","59.09","6.87",""
"6/24/2025 4:00:00 PM","37.07","59.09","6.87",""
"6/24/2025 4:15:00 PM","37.07","61.95","6.88",""
"6/24/2025 4:30:00 PM","37.03","60.37","6.88",""
"6/24/2025 4:45:00 PM","37.03","58.44","6.88",""
"6/24/2025 5:00:00 PM","37.03","58.31","6.88",""
"6/24/2025 5:15:00 PM","37.03","60.81","6.88",""
"6/24/2025 5:30:00 PM","37.03","58.93","6.88",""
"6/24/2025 5:45:00 PM","37.03","62.63","6.87",""
"6/24/2025 6:00:00 PM","37.03","58.42","6.86",""
"6/24/2025 6:15:00 PM","37.03","60.12","6.87",""
"6/24/2025 6:30:00 PM","37.03","60.48","6.87",""
"6/24/2025 6:45:00 PM","37.04","59.42","6.87",""
"6/24/2025 7:00:00 PM","37.04","59.22","6.87",""
"6/24/2025 7:15:00 PM","37.04","60.01","6.87",""
"6/24/2025 7:30:00 PM","37.04","60.27","6.87",""
"6/24/2025 7:45:00 PM","37.04","60.52","6.87",""
"6/24/2025 8:00:00 PM","37.04","58.42","6.87",""
"6/24/2025 8:15:00 PM","37.04","59.27","6.87",""
"6/24/2025 8:30:00 PM","36.92","59.96","6.87",""
"6/24/2025 8:45:00 PM","36.94","59.29","6.87",""
"6/24/2025 9:00:00 PM","36.96","59.30","6.87",""
"6/24/2025 9:15:00 PM","36.98","59.87","6.87",""
"6/24/2025 9:30:00 PM","37.00","59.34","6.87",""
"6/24/2025 9:45:00 PM","37.00","60.06","6.88",""
"6/24/2025 10:00:00 PM","37.00","59.28","6.88",""
"6/24/2025 10:15:00 PM","37.01","59.57","6.88",""
"6/24/2025 10:30:00 PM","37.01","59.91","6.88",""
"6/24/2025 10:45:00 PM","37.01","61.09","6.88",""
"6/24/2025 11:00:00 PM","37.01","59.10","6.88",""
"6/24/2025 11:15:00 PM","37.01","59.57","6.88",""
"6/24/2025 11:30:00 PM","37.01","60.08","6.88",""
"6/24/2025 11:45:00 PM","37.02","59.52","6.88",""
"6/25/2025 12:00:00 AM","37.02","59.07","6.88",""
"6/25/2025 12:15:00 AM","37.02","61.00","6.88",""
"6/25/2025 12:30:00 AM","37.02","60.87","6.88",""
"6/25/2025 12:45:00 AM","37.02","59.31","6.88",""
"6/25/2025 1:00:00 AM","37.03","60.30","6.88",""
"6/25/2025 1:15:00 AM","37.03","59.67","6.88",""
"6/25/2025 1:30:00 AM","37.03","58.22","6.88",""
"6/25/2025 1:45:00 AM","37.03","59.24","6.87",""
"6/25/2025 2:00:00 AM","37.03","60.07","6.87",""
"6/25/2025 2:15:00 AM","37.04","59.50","6.87",""
"6/25/2025 2:30:00 AM","37.04","59.62","6.87",""
"6/25/2025 2:45:00 AM","37.04","59.62","6.87",""
"6/25/2025 3:00:00 AM","37.04","60.86","6.87",""
"6/25/2025 3:15:00 AM","37.04","60.59","6.87",""
"6/25/2025 3:30:00 AM","37.05","60.30","6.87",""
"6/25/2025 3:45:00 AM","37.05","60.49","6.87",""
"6/25/2025 4:00:00 AM","37.05","59.34","6.87",""
"6/25/2025 4:15:00 AM","37.05","59.22","6.87",""
"6/25/2025 4:30:00 AM","37.05","61.28","6.87",""
"6/25/2025 4:45:00 AM","37.06","60.04","6.87",""
"6/25/2025 5:00:00 AM","37.06","58.42","6.87",""
"6/25/2025 5:15:00 AM","37.06","60.44","6.87",""
"6/25/2025 5:30:00 AM","37.06","58.71","6.87",""
"6/25/2025 5:45:00 AM","37.06","59.48","6.87",""
"6/25/2025 6:00:00 AM","37.07","59.83","6.87",""
"6/25/2025 6:15:00 AM","37.07","60.43","6.86",""
"6/25/2025 6:30:00 AM","37.07","59.20","6.86",""
"6/25/2025 6:45:00 AM","37.07","59.78","6.86",""
"6/25/2025 7:00:00 AM","37.07","59.40","6.86",""
"6/25/2025 7:15:00 AM","37.08","59.66","6.86",""
"6/25/2025 7:30:00 AM","37.08","59.65","6.86",""
"6/25/2025 7:45:00 AM","37.08","60.73","6.87",""
"6/25/2025 8:00:00 AM","37.08","58.57","6.87",""
"6/25/2025 8:15:00 AM","37.08","60.23","6.87",""
"6/25/2025 8:30:00 AM","37.08","60.66","6.87",""
"6/25/2025 8:45:00 AM","37.09","59.20","6.87",""
"6/25/2025 9:00:00 AM","37.09","57.91","6.87",""
"6/25/2025 9:15:00 AM","37.09","60.78","6.87",""
"6/25/2025 9:30:00 AM","37.09","59.93","6.87",""
"6/25/2025 9:45:00 AM","37.09","59.24","6.87",""
"6/25/2025 10:00:00 AM","37.10","59.32","6.88",""
"6/25/2025 10:15:00 AM","37.10","59.51","6.88",""
"6/25/2025 10:30:00 AM","37.10","59.36","6.88",""
"6/25/2025 10:45:00 AM","37.10","60.45","6.88",""
"6/25/2025 11:00:00 AM","37.10","58.42","6.88",""
"6/25/2025 11:15:00 AM","37.10","59.78","6.88",""
"6/25/2025 11:30:00 AM","37.09","60.00","6.86",""
"6/25/2025 11:45:00 AM","37.09","60.26","6.86",""
"6/25/2025 12:00:00 PM","37.08","59.19","6.86",""
"6/25/2025 12:15:00 PM","37.08","60.50","6.86",""
"6/25/2025 12:30:00 PM","37.07","60.12","6.86",""
"6/25/2025 12:45:00 PM","37.06","58.75","6.86",""
"6/25/2025 1:00:00 PM","37.06","56.93","6.87",""
"6/25/2025 1:15:00 PM","37.05","60.65","6.87",""
"6/25/2025 1:30:00 PM","37.03","59.89","6.87",""
"6/25/2025 1:45:00 PM","37.03","59.07","6.87",""
"6/25/2025 2:00:00 PM","37.04","58.51","6.87",""
"6/25/2025 2:15:00 PM","37.05","61.70","6.87",""
"6/25/2025 2:30:00 PM","37.05","58.30","6.87",""
"6/25/2025 2:45:00 PM","37.06","58.88","6.87",""
"6/25/2025 3:00:00 PM","37.07","58.98","6.87",""
"6/25/2025 3:15:00 PM","37.07","60.80","6.87",""
"6/25/2025 3:30:00 PM","37.08","60.75","6.87",""
"6/25/2025 3:45:00 PM","37.09","60.33","6.87",""
"6/25/2025 4:00:00 PM","37.08","59.16","6.87",""
"6/25/2025 4:15:00 PM","37.07","59.24","6.87",""
"6/25/2025 4:30:00 PM","37.07","59.40","6.87",""
"6/25/2025 4:45:00 PM","37.06","59.92","6.87",""
"6/25/2025 5:00:00 PM","37.05","59.23","6.87",""
"6/25/2025 5:15:00 PM","37.04","60.29","6.87",""
"6/25/2025 5:30:00 PM","37.04","60.47","6.87",""
"6/25/2025 5:45:00 PM","37.03","59.87","6.87",""
"6/25/2025 6:00:00 PM","37.02","57.73","6.87",""
"6/25/2025 6:15:00 PM","37.01","58.22","6.87",""
"6/25/2025 6:30:00 PM","37.01","59.84","6.88",""
"6/25/2025 6:45:00 PM","37.00","59.92","6.88",""
"6/25/2025 7:00:00 PM","36.99","58.97","6.88",""
"6/25/2025 7:15:00 PM","36.98","58.86","6.88",""
"6/25/2025 7:30:00 PM","36.98","59.83","6.88",""
"6/25/2025 7:45:00 PM","37.00","59.47","6.88",""
"6/25/2025 8:00:00 PM","37.01","58.49","6.88",""
"6/25/2025 8:15:00 PM","36.98","60.29","6.88",""
"6/25/2025 8:30:00 PM","36.98","59.73","6.88",""
"6/25/2025 8:45:00 PM","36.98","63.04","6.88",""
"6/25/2025 9:00:00 PM","36.98","58.83","6.87",""
"6/25/2025 9:15:00 PM","36.98","59.69","6.87",""
"6/25/2025 9:30:00 PM","36.98","60.93","6.87",""
"6/25/2025 9:45:00 PM","36.98","60.83","6.87",""
"6/25/2025 10:00:00 PM","36.98","59.11","6.86",""
"6/25/2025 10:15:00 PM","36.98","60.23","6.86",""
"6/25/2025 10:30:00 PM","36.98","63.33","6.85",""
"6/25/2025 10:45:00 PM","36.99","60.01","6.86",""
"6/25/2025 11:00:00 PM","36.99","58.22","6.86",""
"6/25/2025 11:15:00 PM","36.99","60.62","6.87",""
"6/25/2025 11:30:00 PM","36.99","59.79","6.87",""
"6/25/2025 11:45:00 PM","36.99","60.42","6.87",""
"6/26/2025 12:00:00 AM","36.99","59.04","6.88",""
"6/26/2025 12:15:00 AM","36.99","58.36","6.88",""
"6/26/2025 12:30:00 AM","36.99","60.71","6.88",""
"6/26/2025 12:45:00 AM","36.99","59.73","6.88",""
"6/26/2025 1:00:00 AM","36.99","59.21","6.88",""
"6/26/2025 1:15:00 AM","36.99","59.65","6.88",""
"6/26/2025 1:30:00 AM","36.99","59.49","6.87",""
"6/26/2025 1:45:00 AM","36.99","61.13","6.87",""
"6/26/2025 2:00:00 AM","36.99","60.33","6.87",""
"6/26/2025 2:15:00 AM","36.99","59.56","6.87",""
"6/26/2025 2:30:00 AM","36.99","59.58","6.86",""
"6/26/2025 2:45:00 AM","36.99","60.22","6.86",""
"6/26/2025 3:00:00 AM","36.99","59.96","6.86",""
"6/26/2025 3:15:00 AM","36.99","60.30","6.86",""
"6/26/2025 3:30:00 AM","36.99","59.08","6.87",""
"6/26/2025 3:45:00 AM","36.99","60.35","6.87",""
"6/26/2025 4:00:00 AM","36.99","60.65","6.87",""
"6/26/2025 4:15:00 AM","36.99","59.14","6.87",""
"6/26/2025 4:30:00 AM","36.99","60.17","6.88",""
"6/26/2025 4:45:00 AM","36.98","58.73","6.88",""
"6/26/2025 5:00:00 AM","36.98","59.73","6.88",""
"6/26/2025 5:15:00 AM","36.98","60.81","6.88",""
"6/26/2025 5:30:00 AM","36.98","60.67","6.88",""
"6/26/2025 5:45:00 AM","36.98","59.95","6.88",""
"6/26/2025 6:00:00 AM","36.98","58.55","6.88",""
"6/26/2025 6:15:00 AM","36.98","60.56","6.88",""
"6/26/2025 6:30:00 AM","36.98","61.05","6.88",""
"6/26/2025 6:45:00 AM","36.98","58.90","6.88",""
"6/26/2025 7:00:00 AM","36.98","58.78","6.88",""
"6/26/2025 7:15:00 AM","36.98","59.82","6.88",""
"6/26/2025 7:30:00 AM","36.98","60.48","6.88",""
"6/26/2025 7:45:00 AM","36.98","60.04","6.88",""
"6/26/2025 8:00:00 AM","36.98","59.71","6.88",""
"6/26/2025 8:15:00 AM","36.98","60.51","6.88",""
"6/26/2025 8:30:00 AM","36.98","59.19","6.88",""
"6/26/2025 8:45:00 AM","36.98","60.61","6.88",""
"6/26/2025 9:00:00 AM","36.97","59.29","6.88",""
"6/26/2025 9:15:00 AM","36.97","59.69","6.88",""
"6/26/2025 9:30:00 AM","36.97","60.19","6.88",""
"6/26/2025 9:45:00 AM","36.97","59.84","6.88",""
"6/26/2025 10:00:00 AM","36.97","60.33","6.88",""
"6/26/2025 10:15:00 AM","36.97","59.62","6.88",""
"6/26/2025 10:30:00 AM","36.97","58.74","6.88",""
"6/26/2025 10:45:00 AM","36.97","58.83","6.88",""
"6/26/2025 11:00:00 AM","36.97","60.28","6.88",""
"6/26/2025 11:15:00 AM","36.97","58.85","6.88",""
"6/26/2025 11:30:00 AM","36.97","59.53","6.88",""
"6/26/2025 11:45:00 AM","36.97","60.27","6.88",""
"6/26/2025 12:00:00 PM","36.97","59.02","6.88",""
"6/26/2025 12:15:00 PM","36.97","59.96","6.88",""
"6/26/2025 12:30:00 PM","36.96","60.38","6.88",""
"6/26/2025 12:45:00 PM","36.96","60.09","6.88",""
"6/26/2025 1:00:00 PM","36.96","60.58","6.88",""
"6/26/2025 1:15:00 PM","36.96","59.56","6.88",""
"6/26/2025 1:30:00 PM","36.96","59.19","6.88",""
"6/26/2025 1:45:00 PM","36.96","60.31","6.88",""
"6/26/2025 2:00:00 PM","36.96","60.03","6.88",""
"6/26/2025 2:15:00 PM","36.96","61.44","6.88",""
"6/26/2025 2:30:00 PM","36.96","58.89","6.87",""
"6/26/2025 2:45:00 PM","36.96","59.93","6.87",""
"6/26/2025 3:00:00 PM","36.96","58.17","6.87",""
"6/26/2025 3:15:00 PM","36.96","59.93","6.87",""
"6/26/2025 3:30:00 PM","36.96","60.42","6.87",""
"6/26/2025 3:45:00 PM","36.96","59.59","6.87",""
"6/26/2025 4:00:00 PM","36.95","59.94","6.87",""
"6/26/2025 4:15:00 PM","36.95","60.99","6.87",""
"6/26/2025 4:30:00 PM","36.95","59.68","6.87",""
"6/26/2025 4:45:00 PM","36.95","60.34","6.87",""
"6/26/2025 5:00:00 PM","36.95","61.03","6.87",""
"6/26/2025 5:15:00 PM","36.95","61.25","6.87",""
"6/26/2025 5:30:00 PM","36.95","60.11","6.86",""
"6/26/2025 5:45:00 PM","36.95","58.56","6.86",""
"6/26/2025 6:00:00 PM","36.95","60.05","6.86",""
"6/26/2025 6:15:00 PM","36.95","61.29","6.87",""
"6/26/2025 6:30:00 PM","36.95","60.63","6.87",""
"6/26/2025 6:45:00 PM","36.95","59.20","6.87",""
"6/26/2025 7:00:00 PM","36.95","61.06","6.87",""
"6/26/2025 7:15:00 PM","36.95","61.57","6.87",""
"6/26/2025 7:30:00 PM","36.94","58.60","6.87",""
"6/26/2025 7:45:00 PM","36.94","60.13","6.87",""
"6/26/2025 8:00:00 PM","36.94","59.99","6.88",""
"6/26/2025 8:15:00 PM","36.99","59.69","6.88",""
"6/26/2025 8:30:00 PM","37.02","60.18","6.88",""
"6/26/2025 8:45:00 PM","37.05","59.30","6.88",""
"6/26/2025 9:00:00 PM","37.08","60.79","6.88",""
"6/26/2025 9:15:00 PM","37.09","60.11","6.88",""
"6/26/2025 9:30:00 PM","37.08","60.69","6.88",""
"6/26/2025 9:45:00 PM","37.08","60.55","6.88",""
"6/26/2025 10:00:00 PM","37.08","60.37","6.88",""
"6/26/2025 10:15:00 PM","37.08","60.20","6.88",""
"6/26/2025 10:30:00 PM","37.08","60.61","6.88",""
"6/26/2025 10:45:00 PM","37.08","59.26","6.88",""
"6/26/2025 11:00:00 PM","37.08","60.45","6.88",""
"6/26/2025 11:15:00 PM","37.08","59.81","6.88",""
"6/26/2025 11:30:00 PM","37.08","62.97","6.88",""
"6/26/2025 11:45:00 PM","37.07","59.43","6.88",""
"6/27/2025 12:00:00 AM","37.07","59.75","6.87",""
"6/27/2025 12:15:00 AM","37.07","60.23","6.87",""
"6/27/2025 12:30:00 AM","37.07","59.42","6.87",""
"6/27/2025 12:45:00 AM","37.07","59.05","6.87",""
"6/27/2025 1:00:00 AM","37.07","61.44","6.87",""
"6/27/2025 1:15:00 AM","37.07","59.77","6.87",""
"6/27/2025 1:30:00 AM","37.07","60.39","6.87",""
"6/27/2025 1:45:00 AM","37.06","59.90","6.87",""
"6/27/2025 2:00:00 AM","37.06","59.89","6.87",""
"6/27/2025 2:15:00 AM","37.06","58.52","6.87",""
"6/27/2025 2:30:00 AM","37.06","59.40","6.87",""
"6/27/2025 2:45:00 AM","37.06","59.48","6.87",""
